Object,Room,Answer
picture,no label,1
bed,hallway,1
clothes,bathroom,1
bed,stairs,1
television,no label,1
refrigerator,closet,1
dresser,hallway,1
chair,bathroom,1
dresser,stairs,1
appliance,no label,1
counter,bar,1
bookcase,dining room,1
whiteboard,hallway,1
towel,closet,1
whiteboard,stairs,1
cabinet,kitchen,1
sofa,hallway,1
dresser,bathroom,1
sofa,stairs,1
cushion,hallway,1
cushion,stairs,1
board,familyroom,1
sink,kitchen,1
books,bedroom,1
bookcase,other room,1
desk,familyroom,1
cabinet,familyroom,1
toilet,bedroom,1
window,closet,1
plant,familyroom,1
board,bedroom,1
table,kitchen,1
table,closet,1
clothes,living room,1
counter,stairs,1
bookcase,closet,1
chair,no label,1
bed,bathroom,1
picture,lounge,1
desk,dining room,1
sink,lounge,1
nightstand,familyroom,1
dresser,office,1
appliance,closet,1
clothes,closet,1
appliance,lounge,1
sofa,bathroom,1
curtain,kitchen,1
window,kitchen,1
counter,hallway,1
cushion,office,1
bookcase,kitchen,1
chair,office,1
table,familyroom,1
cabinet,bedroom,1
mirror,bedroom,1
plant,dining room,1
television,kitchen,1
television,closet,1
clothes,lounge,1
dresser,no label,1
cushion,dining room,1
counter,office,1
refrigerator,bedroom,1
appliance,kitchen,1
cabinet,other room,1
plant,living room,1
desk,living room,1
appliance,familyroom,1
window,familyroom,1
plant,other room,1
armchair,lounge,1
sofa,office,1
desk,other room,1
cushion,living room,1
toilet,bar,1
desk,closet,1
bookcase,familyroom,1
dresser,toilet,1
television,lounge,1
bathtub,bar,1
clothes,kitchen,1
bathtub,workout/gym/exercise,1
sofa,dining room,1
armchair,hallway,1
armchair,stairs,1
window,bedroom,1
table,bedroom,1
nightstand,living room,1
whiteboard,toilet,1
books,hallway,1
towel,bedroom,1
table,dining room,1
mirror,bar,1
dresser,kitchen,1
mirror,workout/gym/exercise,1
nightstand,closet,1
dresser,lounge,1
toilet,stairs,1
window,other room,1
refrigerator,bar,1
desk,kitchen,1
whiteboard,workout/gym/exercise,1
cushion,kitchen,1
bathtub,stairs,1
cushion,closet,1
table,other room,1
chair,kitchen,1
cushion,lounge,1
books,bathroom,1
towel,bar,1
chair,lounge,1
nightstand,other room,1
sofa,closet,1
picture,office,1
television,familyroom,1
cabinet,bar,1
bathtub,bathroom,1
sink,other room,1
curtain,dining room,1
picture,living room,1
bookcase,bedroom,1
toilet,hallway,1
appliance,other room,1
bed,lounge,1
nightstand,kitchen,1
armchair,office,1
counter,lounge,1
bathtub,hallway,1
picture,dining room,1
table,bar,1
sofa,kitchen,1
towel,stairs,1
sofa,lounge,1
whiteboard,bathroom,1
toilet,office,1
books,office,1
mirror,hallway,1
picture,other room,1
cushion,familyroom,1
armchair,dining room,1
television,living room,1
appliance,living room,1
refrigerator,hallway,1
plant,bedroom,1
desk,bedroom,1
window,bar,1
armchair,no label,1
armchair,living room,1
window,workout/gym/exercise,1
picture,closet,1
bookcase,bar,1
towel,hallway,1
curtain,closet,1
refrigerator,bathroom,1
refrigerator,office,1
whiteboard,office,1
sofa,familyroom,1
armchair,closet,1
