Object,Room,Answer
wallet,toilet,0
armchair,bathroom,0
hairbrush,lounge,0
water bottle,lounge,0
headphones,familyroom,0
wristwatch,hallway,0
hairbrush,bedroom,0
sofa,other room,0
whiteboard,living room,0
water bottle,bedroom,0
tv remote,dining room,0
clothes,workout/gym/exercise,0
playing cards,dining room,0
chair,other room,0
board,toilet,0
curtain,living room,0
water bottle,dining room,0
headphones,no label,0
wallet,no label,0
refrigerator,stairs,0
sink,closet,0
toothbrush,dining room,0
toilet,closet,0
jumprope,lounge,0
cabinet,toilet,0
hairbrush,toilet,0
clothes,dining room,0
playing cards,kitchen,0
playing cards,closet,0
board,living room,0
picture,toilet,0
wallet,living room,0
jumprope,dining room,0
headphones,bar,0
wallet,bar,0
wristwatch,kitchen,0
playing cards,bathroom,0
sink,no label,0
clothes,toilet,0
headphones,workout/gym/exercise,0
bathtub,kitchen,0
wallet,workout/gym/exercise,0
hairbrush,other room,0
television,toilet,0
