Object,Room,Answer
refrigerator,utilityroom,0
bathtub,stairs,0
hairbrush,toilet,0
playing cards,closet,0
playing cards,kitchen,0
wallet,living room,0
armchair,utilityroom,0
jumprope,dining room,0
wristwatch,kitchen,0
playing cards,bathroom,0
towel,stairs,0
refrigerator,lounge,0
headphones,workout/gym/exercise,0
wallet,workout/gym/exercise,0
television,toilet,0
