Object,Room,Answer
cushion,workout/gym/exercise,1
table,living room,1
chair,workout/gym/exercise,1
mirror,kitchen,1
nightstand,toilet,1
bookcase,living room,1
sink,toilet,1
bed,hallway,1
clothes,bathroom,1
dresser,hallway,1
chair,bathroom,1
dresser,stairs,1
bed,workout/gym/exercise,1
bookcase,dining room,1
whiteboard,hallway,1
towel,closet,1
whiteboard,stairs,1
counter,laundryroom,1
cabinet,kitchen,1
sofa,hallway,1
dresser,bathroom,1
sofa,stairs,1
cushion,hallway,1
sink,kitchen,1
books,bedroom,1
sofa,workout/gym/exercise,1
clothes,dining room,1
toilet,bedroom,1
whiteboard,garage,1
cushion,bathroom,1
window,closet,1
television,office,1
board,bedroom,1
bathtub,bedroom,1
table,kitchen,1
table,closet,1
clothes,living room,1
bookcase,closet,1
picture,utilityroom,1
board,dining room,1
bed,bathroom,1
picture,lounge,1
desk,dining room,1
sink,lounge,1
dresser,office,1
board,living room,1
appliance,lounge,1
picture,toilet,1
refrigerator,garage,1
sofa,bathroom,1
curtain,kitchen,1
window,kitchen,1
counter,hallway,1
curtain,lounge,1
cushion,office,1
bookcase,kitchen,1
appliance,toilet,1
chair,office,1
towel,garage,1
cabinet,bedroom,1
nightstand,dining room,1
books,workout/gym/exercise,1
mirror,bedroom,1
counter,garage,1
bed,office,1
plant,dining room,1
television,kitchen,1
clothes,lounge,1
counter,office,1
cushion,dining room,1
refrigerator,bedroom,1
appliance,kitchen,1
plant,living room,1
desk,living room,1
armchair,lounge,1
sofa,office,1
cushion,living room,1
chair,toilet,1
books,stairs,1
desk,closet,1
toilet,workout/gym/exercise,1
dresser,toilet,1
television,lounge,1
bathtub,workout/gym/exercise,1
sofa,dining room,1
armchair,hallway,1
armchair,stairs,1
window,bedroom,1
table,bedroom,1
nightstand,living room,1
whiteboard,toilet,1
sink,living room,1
books,hallway,1
towel,bedroom,1
table,dining room,1
dresser,kitchen,1
cabinet,laundryroom,1
mirror,workout/gym/exercise,1
nightstand,closet,1
dresser,lounge,1
whiteboard,utilityroom,1
mirror,laundryroom,1
bed,toilet,1
desk,kitchen,1
refrigerator,workout/gym/exercise,1
toilet,garage,1
whiteboard,workout/gym/exercise,1
cushion,closet,1
books,garage,1
chair,kitchen,1
appliance,dining room,1
cushion,lounge,1
books,bathroom,1
chair,lounge,1
bathtub,garage,1
sofa,closet,1
picture,office,1
bathtub,bathroom,1
curtain,dining room,1
cabinet,workout/gym/exercise,1
board,garage,1
picture,living room,1
bookcase,bedroom,1
toilet,hallway,1
counter,utilityroom,1
bed,lounge,1
armchair,bathroom,1
nightstand,kitchen,1
armchair,office,1
counter,lounge,1
curtain,living room,1
bathtub,hallway,1
picture,dining room,1
sink,closet,1
table,workout/gym/exercise,1
sofa,kitchen,1
sofa,lounge,1
table,laundryroom,1
whiteboard,bathroom,1
toilet,office,1
towel,workout/gym/exercise,1
books,office,1
mirror,hallway,1
armchair,dining room,1
towel,laundryroom,1
television,living room,1
cabinet,garage,1
refrigerator,hallway,1
plant,bedroom,1
desk,bedroom,1
window,workout/gym/exercise,1
armchair,living room,1
television,dining room,1
mirror,garage,1
picture,closet,1
towel,hallway,1
curtain,closet,1
refrigerator,bathroom,1
refrigerator,office,1
bookcase,laundryroom,1
whiteboard,office,1
