Object,Room,Answer
whiteboard,closet,0
jumprope,dining room,0
wristwatch,kitchen,0
playing cards,porch/terrace/deck/driveway,0
phone,porch/terrace/deck/driveway,0
books,bathroom,0
playing cards,bathroom,0
sofa,bathroom,0
desk,no label,0
bathtub,kitchen,0
window,kitchen,0
bathtub,closet,0
